judul,link,waktu,isi_berita
Hasil UFC Shanghai: Umar Nurmagomedov Kalah KO,https://sport.detik.com/sport-lain/d-8639850/hasil-ufc-shanghai-umar-nurmagomedov-kalah-ko,"Sabtu, 29 Agu 2026 19:54 WIB","Umar NurmagomedovhadapiSong YadongdalamUFC Shanghai.Umar kalah KO!

UFC Fight Night: Nurmagomedov vs Song dalam UFC Shanghai digelar di Oriental Sports Center, Sabtu (29/8). Duel utama di kelas bantam UFC, Umar Nurmagomedov di ranking ketiga kontra Song Yadong di ranking keenam.

Umar Nurmagomedovlepas leg kick di awal ronde pertama. Song juga lancarkan tendangan ke badan. Jual beli tendangan pun terjadi.

Umar menyerang single leg takedown untuk jatuhkan Song. Song lantas mencoba guillotine, Umar bisa bertahan.

Dalam posisi ground and pound, Umar coba cari posisi terbaik di atas. Song bikin Umar sibuk dengan lepas pukulan.

Song akhirnya cepat bisa lepas, kembali pertarungan atas. Jual beli pukulan satu dua terjadi.

Lanjut ronde kedua, diawali jual beli tendangan. Song bisa bertahan dari double leg takedown Umar.

Dua jab Umar masuk, pelipis Dong berdarah. Selanjutnya Song lepas jebakan dari pukulan jab, Umar menunduk, dan setingan pukulan upper cut yang baru maju setengah sudah kena bagian kanan kepala Umar.

Umar terjatuh dan kalah KO! Umar bahkan sampai terlihat tidak sadarkan diri dan darah mengalir deras dari telinganya.

Song menang di ronde kedua. Sementara Umar, dirinya raih kekalahan kedua dalam karier MMA profesional."
Kevin Caesario Bawa Indonesia Ukir Sejarah di Golfpreneur Tournament 2026,https://sport.detik.com/sport-lain/d-8639826/kevin-caesario-bawa-indonesia-ukir-sejarah-di-golfpreneur-tournament-2026,"Sabtu, 29 Agu 2026 19:40 WIB","CiputraGolfpreneur Tournament 2026 telah tuntas. Kevin Caesario Akbar membuat sejarah sebagai pegolf Indonesia pertama yang mampu juara di ajang tersebut.

Pertandingan final ini berlangsung di Damai Indah Golf-BSD Course, Serpong, Banten, Sabtu (29/8/2026). Kevin berhasil mencetak birdie di hole 18, yang mengantarkannya menjadi juara dengan skor 263 atau 25-under, menyamakan rekor skor terendah yang sebelumnya dipatok oleh Matt Killen, juara tahun lalu.

Kevin mendedikasikan kemenangan ini untuk anaknya. Kevin pada Juli lalu telah resmi menjadi seorang ayah setelah istrinya melahirkan anak laki-laki.

""Kalau mengingat permainan tiap hole rasanya sulit dipercaya karena banyak putting jarak jauh yang masuk, lalu bisa chip-in eagle, jadi bersyukur sih. Tadi setelah selesai bermain, ada teman yang berceletuk, 'Ini rejeki anak,' dan rasanya benar sekali,"" ujar Kevin dalam rilis yang diterima detikSport.

Kevin mengaku sama sekali tidak terpikir akan menang. Dia cuma berusaha bermain seperti biasa, fokus pada setiap pukulannya.

""Ketika tiba di hole terakhir, sebelum melakukan pukulan ketiga dan melihat papan klasemen, saya mulai berpikir kalau ada peluang menang. Tapi saya memerlukan birdie di hole terakhir, dan alhmadulilah dapat birdie dengan putting dari jauh, jadi lumayan deg-degan,"" Kevin mengungkapkan.

""Terima kasih kepada istri, papa saya, Ciputra Golfpreneur Foundation, para sponsor, dan semua yang sudah mendukung saya. Kemenangan ini saya dedikasikan untuk anak saya,"" kata Kevin usai menerima trofi.

Ciputra Golfpreneur Tournament diselenggarakan sejak tahun 2014. Tahun ini merupakan edisi ke-11 setelah sempat absen pada tahun 2020 dan 2021 akibat pandemi Covid-19.

Setiap edisi dimenangkan oleh juara dari negara-negara yang berbeda. Edisi pertama dimenangkan oleh James Bryne (Skotlandia), diikuti Michael Trant (Vietnam), Oscar Zetterwall (Swedia), Masaru Takashi (Jepang), Miguel Carballo (Argentina), Tom Kim (Korea Selatan), Suteepat Prateeptienchai (Thailand), Yuvraj Sing Sandhu (India), Liu Yung Hua (China Taipei), dan Matt Killen (Inggris).

""Selamat kepada semua pemain yang sudah menunjukkan semangat berkompetisi. Dari 11 edisi turnamen ini diselenggarakan, juaranya selalu berasal dari negara yang berbeda dan sekarang giliran Indonesia,"" kata Budiarsa Sastrawinata selaku Pendiri dan Ketua Dewan Pembina Ciputra Golfpreneur Foundation."
"Menangi Debut UFC, Bilal Hasan Samai Rekor Jeka Saragih",https://sport.detik.com/sport-lain/d-8639771/menangi-debut-ufc-bilal-hasan-samai-rekor-jeka-saragih,"Sabtu, 29 Agu 2026 19:10 WIB","Bilal Hasanmenang pada debutnya diUFC. The IndoNinja menyamai catatanJeka Saragihsebagai fighter berdarah Indonesia yang langsung menang di oktagon.

Bilal Hasan menjadi fighter berdarah Indonesia kedua yang mentas di UFC. Ia lolos ke ajang MMA terpopuler itu usai menang di ajang Dana White's Contender Series.

Tampil di UFC, Bilal langsung masuk line up pertarungan utama (main card) dengan melawan Nilson Rojas di UFC Fight Night 286 atau UFC Shanghai 2026. Ia meramaikan pertarungan utama yang pertemukan Umar Nurmagomedov vs Song Yadong di Shanghai Aquatic Sports Center, Sabtu (29/8).

Melawan Rojas, Bilal tampil agresif sejak awal. Ia banyak menekan lawannya ke sudut, dan beberapa kali bisa merebahkannya ke kanvas.

Setelah ronde pertama berakhir,Bilal Hasanmelanjutkan tekanannya di ronde kedua. Pada menit 2:27, Bilal akhirnya bisa merobohkan Rojas.

Sebuah punches keras tangan kanannya menghantam wajah Rojas. Lawan asal Chile itu langsung ambruk, dan Bilal menghujaninya dengan pukulan lagi.

Wasit langsung menyetop Bilal melanjutkan serangannya. Rojas dinyatakan kalah, dan Bilal pemenangnya!

Hasil ini bikin Bilal menyamai rekor Jeka Saragih, fighter Indonesia yang juga menang pada debutnya di UFC. Jeka menang pada 2023.

Saat itu, Jeka tampil pada preliminary card duel UFC Fight Night di Las Vegas. Jeka melawan Lucas Alexander, dan menang KO di ronder pertama.Usai kemenangan itu, Jeka dua kali lagi tampil di UFC melawan Westin Wilson dan Yoo Joo-sang. Dua laga itu berakhir kekalahan KO dan submission.BagiBilal Hasan, kemenangan atas Rojas membuatnya berpeluang tampil diUFClagi sepertiJeka Saragih. Lawan yang lebih berat jelas akan menantinya di oktagon."
"Hasil Kualifikasi Moto3 Aragon 2026: Veda Ega ke-22, Almansa Rebut Pole",https://sport.detik.com/moto-gp/d-8639763/hasil-kualifikasi-moto3-aragon-2026-veda-ega-ke-22-almansa-rebut-pole,"Sabtu, 29 Agu 2026 18:42 WIB","Kualifikasi Moto3 Aragon 2026 telah tuntas.Veda Ega Pratamaakan start dari posisi ke-22 dan David Almansa merebut pole secara dramatis.

Kualifikasi Moto3 berlangsung di Sirkut MotorLand Aragon, Sabtu (29/8) sore WIB. Veda Ega Pratama memulainya dari Q1 setelah finis di posisi ke-20 pada sesi practice.

Ada 12 rider yang ambil bagian di Q1 dan Veda Ega gagal berada di posisi empat besar untuk bisa lanjut ke Q2. Selama periode waktu 15 menit, Veda Ega cuma menempati posisi kedelapan di Q1 dengan catatan waktu terbaiknya 1 menit 58,041 detik.

Brian Uriarte, yang menjadi tercepat di Q1, langsung menjadi tercepat di awal Q2. Saat kualifikasi menyisakan enam menit lagi, posisi Uriarte akhirnya digeser oleh Maximo Quiles.

Putaran terakhir Q2 berjalan sangat sengit. Marco Morelli sempat menjadi yang tercepat, namun tak lama berselang David Almansa berhasil merebut pole dengan catatan waktu terbaiknya 1 menit 56,347.

Hasil ini sekaligus membuat Veda Ega start dari posisi ke-22. Situasi tersebut bakal membuat perjuangan rider asal Indonesia itu sangat berat untuk meraih podium besok, (30/8/2026).

Hasil Kualifikasi Moto3 Aragon:

[Gambas:Twitter]"
"Begini Ngerinya Debut UFC Bilal Hasan, Lawan Babak Belur",https://sport.detik.com/sport-lain/d-8639712/begini-ngerinya-debut-ufc-bilal-hasan-lawan-babak-belur,"Sabtu, 29 Agu 2026 18:05 WIB","Bilal Hasanjalani debut diUFCkontra Nilson Rojas. Bilal yang asal Indonesia petik kemenangan dengan pertarungan yang ngeri!

UFC Fight Night: Nurmagomedov vs Song dalam UFC Shanghai digelar di Oriental Sports Center, Sabtu (29/8). Bilal Hasan yang jalani laga debut, hadapi petarung asal Peru, Nilson Rojas.

Bilal Hasanmenang dalam pertarungan tiga ronde. Bilal menang pada ronde kedua, ketika pukulan lurusnya langsung jatuhkan Nilson Rojas!

Mari resapi betapa ngerinya The IndoNinja!

Bilal Hasan coba ambil momentum dengan melepas serangan kombinasi duluan begitu ronde pertama dimulai. Dua tendangan atasnya sulitkan Rojas, Rojas coba serangan balik tapi Bilal jaga jarak.

Pertarungan jarak dekat terjadi, keduanya jual beli serangan. Satu pukulan lurus Bilal masuk ketika menyerang balik.

Bilal lebih apik lepas serangan kombinasi atas bawah. Leg kick, body kick, high kick. Kombinasi pukulan satu-duanya pun berbahaya, buktinya Rojas sudah mengeluarkan darah dan sempat terjatuh.

Masih di ronde satu, Bilal sukses lancarkan takedown. Empat pukulan dalam posisi ground and pound masuk, Bilal sempat coba rear naked choked, tapi Rojas bisa bertahan.

Bilal tidak lepas tekanan, lepas tendangan lutut ke wajah Rojas saat keduanya coba bangun. Rojas coba menyerang, sekali lagi pukulan telak Bilal masuk.

Dalam posisi clinch, gantian pukulan siku Rojas mendarat ke wajah Bilal. Ronde pertama selesai, Rojas sudah babak belur.

Lanjut ronde kedua, Bilal Hasan kembali menyerang duluan. Kombinasi pukulannya masuk.

Rojas gantian meledak. Tendangan lurus ke badan jatuhkan Bilal! Bilal langsung bangkit dan tersenyum.

Bilal lebih sabar, terus ganti kuda-kuda orthodox dan southpaw. Rojas ambil kendali.

Bilal tak lama tuntaskan pertarungan. Ketika Rojas yang pegang kendali dipatahkan ritmenya oleh Bilal dengan pukulan kanan lurus!

Bum! Rojas terjatuh dan wasit menghentikan pertarungan.Bilal Hasanmenang KO, catatkan debut manis diUFC,sembari berdansa ala Michael Jackson.

Bilal tambah rekor sempurna di dunia MMA dengan 10-0. Belum pernah kalah!"
Hasil UFC Fight Night 286: Bilal Hasan Menang KO Lawan Nilson Rojas,https://sport.detik.com/sport-lain/d-8639683/hasil-ufc-fight-night-286-bilal-hasan-menang-ko-lawan-nilson-rojas,"Sabtu, 29 Agu 2026 17:40 WIB","Bilal Hasan merebut kemenangan pada debutnya mentas di UFC. Fighter berdarah Indonesia itu menang KO lawan Nilson Rojas.

Bermain di Shanghai Aquatic Sports Center, Sabtu (29/8/2026), Bilal melakoni debutnya di UFC. Fighter Peru, Nilson Rojas, menjadi lawannya.

Sejak ronde pertama dimulai, Bilal tampil agresif. Petarung berjuluk The IndoNinja itu terus menyudutkan lawannya ke ring oktagon.

Sesekali punch keras dilepaskannya, dan tepat mengenai Rojas. Lawannya beberapa kali sempat terhuyung dan bisa dibuat mencium kanvas.

Rojas mulai bangkit dan melakukan beberapa serangan kepada Bilal. Namun, fighter berusia 25 tahun itu bisa bertahan sampai ronde pertama berakhir.

Di ronde kedua, Bilal tampak sabar untuk melancarkan serangan. Sampai akhirnya, pukulan Bilal tepat mengenai wajah Rojas.

Lawannya ambruk, dan langsung dihujani pukulan oleh Bilal. Wasit langsung menghentikan duel, menyatakan Bilal pemenangnya.

Bagi Bilal, ini menjadi kemenangan pertamanya di UFC. Jelas, lawan yang lebih berat akan menantinya di oktagon selanjutnya."
Hasil Kualifikasi MotoGP Aragon 2026: Bezzecchi Pole Disusul Marquez,https://sport.detik.com/moto-gp/d-8639619/hasil-kualifikasi-motogp-aragon-2026-bezzecchi-pole-disusul-marquez,"Sabtu, 29 Agu 2026 16:34 WIB","MotoGP Aragon 2026tuntaskan sesi kualifikasi.Marco Bezzecchirebut posisi pole disusul Marquez bersaudara.

MotoGP Aragon 2026 tuntaskan sesi kualifikasi pada Sabtu (29/8) sore WIB di Sirkut MotorLand Aragon, Spanyol. Dimulai Q1 dulu.Mereka yang mulai dari Q1 di antaranya adalah Francesco Bagnaia, Fabio Quartararo, sampai Enea Bastianini. Dari 12 rider, hanya dua yang berhak maju ke Q2 untuk perebutan posisi pole.

Bagnaia jadi yang tercepat duluan. Tak lama, Diogo Moreira menggesernya.

Dua menit terakhir, para rider gaspol. Bagnaia kembali tercepat, Moreira malah terjatuh. Kedua rider itu selanjutnya berhak maju ke Q2.

Q2 dimulai, Marc Marquez tercepat duluan disusul Pedro Acosta. Catatan waktu di posisi empat besar tipis-tipis.

Tak lama,Marco Bezzecchijadi yang tercepat dengan 1 menit 44,984 detik. Marquez sempat melebar pada percobaan selanjutnya.

Bezzecchi perbagus catatan waktunya lagi jadi 1 menit 44,962 detik! Apes buat Acosta, dirinya terjatuh.

Bezzecchi rebut pole! Posisi kedua dan ketiga diisi oleh Marc Marquez dan Alex Marquez.

Hasil Kualifikasi MotoGP Aragon 2026

1 Marco Bezzecchi ITA Aprilia Racing (RS-GP26) 1'44.962s2 Marc Marquez SPA Ducati Lenovo (GP26) +0.089s3 Alex Marquez SPA BK8 Gresini Ducati (GP26) +0.299s4 Raul Fernandez SPA Trackhouse Aprilia (RS-GP26) +0.413s5 Jorge Martin SPA Aprilia Racing (RS-GP26) +0.474s6 Pedro Acosta SPA Red Bull KTM (RC16) +0.593s7 Fabio Di Giannantonio ITA Pertamina VR46 Ducati (GP26) +0.653s8 Francesco Bagnaia ITA Ducati Lenovo (GP26) +0.709s9 Johann Zarco FRA Castrol Honda LCR (RC213V) +0.821s10 Diogo Moreira BRA Pro Honda LCR (RC213V)* +0.840s11 Fermin Aldeguer SPA BK8 Gresini Ducati (GP25) +0.930s12 Franco Morbidelli ITA Pertamina VR46 Ducati (GP25) +0.957sQualifying 1:13 Jack Miller AUS Pramac Yamaha (YZR-M1) 1'45.959s14 Brad Binder RSA Red Bull KTM (RC16) 1'45.998s15 Joan Mir SPA Honda HRC Castrol (RC213V) 1'46.026s16 Enea Bastianini ITA Red Bull KTM Tech3 (RC16) 1'46.096s17 Fabio Quartararo FRA Monster Yamaha (YZR-M1) 1'46.131s18 Luca Marini ITA Honda HRC Castrol (RC213V) 1'46.211s19 Alex Rins SPA Monster Yamaha (YZR-M1) 1'46.322s20 Pol Espargaro SPA Red Bull KTM Tech3 (RC16) 1'46.384s21 Toprak Razgatlioglu TUR Pramac Yamaha (YZR-M1)* 1'46.549s22 Lorenzo Savadori ITA Trackhouse Aprilia (RS-GP26) 1'47.388s."
GTWCE: Sean Ingin Lanjutkan Momentum Bagus di Nurburgring,https://sport.detik.com/sport-lain/d-8639065/gtwce-sean-ingin-lanjutkan-momentum-bagus-di-nurburgring,"Sabtu, 29 Agu 2026 08:25 WIB","Sean Gelaelakan tampil lagi diGT World Challenge Europe (GTWCE)akhir pekan ini. Sean ingin melanjutkan momentum bagusnya di Spa dua bulan lalu.

Setelah dua bulan libur, GTWCE-Endurance Cup akan lanjut di Nurburgring, Jerman, Minggu (30/8/2026). Sean dan rekan-rekannya di AF Corse 50, rthur Leclerc dan Lilou Widoux, akan coba meraih poin lagi.

Sean dkk. dalam momentum bagus karena pada balapan terakhir GTWCE di 24H of Spa, mereka finis kelima setelah start dari posisi 28.

Race di Nurburgring tidak lama, hanya tiga jam. Oleh karenanya, Sean, Arthur, dan Lilou bertekad memberikan penampilan sebaik mungkin seperti di Spa.

""Senang bisa kembali balapan. Waktu di Spa kami benar-benar fight dan saya merasa mobil nomor 50 dan 51 sama baiknya,"" ujar Sean dalam rilis kepadadetikSport.

""Kami semua bangga dengan pencapaian itu. Kami terbukti bisa kompetitif walau ini tahun pertama kami di kelas Pro,"" timpal Lilou.

Sean dan kawan-kawan saat ini fokus untuk mendapatkan hasil terbaik dari setiap race, tanpa memikirkan posisi di kejuaraan. Kelas Pro terdiri dari 17 peserta, di mana total GTWCE ada 55 mobil.

Sean ingin menuntaskan balapan GTWCE di Nurburgring. Tahun lalu dia ikut serta di kelas Bronze bersama Darren Leung dan Dan Harper. Start menjanjikan dari P2 musnah dalam 10 menit karena tertabrak peserta lain.

Race GTWCE-Endurance Cup 3H of Nurburgring disiarkan langsung oleh kanal youtube GTWorld, Minggu (30/8) mulai pukul 20.00 WIB.

Jadwal GTWCE Nurburgring

Jumat, 28 Agustus16.45 - 18.45 WIB: Paid Test

Sabtu, 29 Agustus15.50 - 17.20 WIB: Free Practice 121.15 - 22.45 WIB: Free Practice 2

Minggu, 30 Agustus15.05 - 16.15 WIB: Qualifying20.00 - 23.00 WIB: Race"
Bawa Semangat Olahraga dan Kepedulian Sejarah di Charity Fun Run Buya Hamka,https://sport.detik.com/sportstyle/d-8639061/bawa-semangat-olahraga-dan-kepedulian-sejarah-di-charity-fun-run-buya-hamka,"Sabtu, 29 Agu 2026 07:45 WIB","Ternyata ada cara baru buat generasi muda ikut menjaga sejarah bangsa, cukup dengan lari. Shiratha Launching & Charity Fun Run for Buya Hamka mengangkat isu yang jarang disentuh event olahraga pada umumnya: pelestarian situs sejarah lewat gaya hidup aktif.

Acara ini digelar pada hariMinggu,13September2026, mulai pukul05.30 WIB sampai 10.30 WIB, bertempat diParkir Selatan GBK, depan Lapangan Softball, Jakarta Pusat. Rute lari dirancang santai sehingga cocok untuk pemula maupun keluarga.

Banyak orang belum tahu bahwa Kampung Buya Hamka, tempat bersejarah yang menyimpan jejak perjalanan sang ulama besar sekaligus sastrawan Indonesia, membutuhkan dana restorasi agar tetap lestari. Lewat event lari amal Jakarta ini, seluruh hasil penjualan tiket langsung dialokasikan untuk program tersebut, menjadikan setiap peserta bagian dari upaya menjaga warisan budaya dan sejarah bangsa.

Selain nilai historis, peserta juga berkesempatan memenangkan Grand Prize Umroh Gratis dengan syarat mengunduh dan terdaftar di aplikasi Shiratha. Fasilitas lain yang didapat meliputi jersey eksklusif, medali finisher, refreshment, hingga akses penuh ke acara launching dan sesi charity.

Event lari amal Jakarta seperti ini masih tergolong langka karena menggabungkan tiga elemen sekaligus: kesehatan, filantropi, dan pelestarian sejarah. Cocok untuk kamu yang ingin kegiatan akhir pekan lebih bermakna, bukan sekadar olahraga rutin.

Bagi komunitas pecinta sejarah, pegiat literasi, maupun keluarga muslim yang ingin mengenalkan sosok Buya Hamka pada generasi berikutnya, acara ini bisa jadi momen edukatif sekaligus rekreatif yang jarang ditawarkan event lari lainnya.

Pendaftaran akan ditutup pada 31 Agustus 2026 pukul 23.30 WIB, dengan kuota terbatas. Segera daftar didetikeventsekarang!"
"Pertamax Turbo Drag Fest 2026 Digelar, Resmi Masuk Kejurnas",https://sport.detik.com/sport-lain/d-8638955/pertamax-turbo-drag-fest-2026-digelar-resmi-masuk-kejurnas,"Sabtu, 29 Agu 2026 02:45 WIB","Pertamax Turbo Drag Fest 2026akan terasa spesial. Sebab, ajang drag race tersebut resmi masuk kalender Kejuaraan Nasional (Kejurnas).

Pertamax Turbo Drag Fest 2026 akan digelar dalam dua putaran, yakni Putaran I di Lanud Gading, Wonosari, Yogyakarta pada 29-30 Agustus 2026 dan Putaran II di Lanud Sutan Sjahrir, Padang pada 14-15 November 2026. Ajang ini menghadirkan total 25 kelas kompetisi Drag Bike dan Drag Race.

VP Corporate Communication Pertamina Patra Niaga, Kitty Andhora, mengatakan Pertamax Turbo Drag Fest 2026 menjadi bentuk dukungan pihaknya terhadap perkembangan olahraga otomotif nasional. Sekaligus memberikan ruang kompetisi positif bagi para pebalap dan komunitas dari berbagai daerah.

""Pertamax Turbo Drag Fest 2026 bukan sekadar ajang adu cepat, tetapi juga menjadi wadah bagi para pebalap dan komunitas otomotif untuk menunjukkan kemampuan, berkompetisi secara sportif, serta memperkuat ekosistem olahraga otomotif di Indonesia. Tahun ini semakin istimewa dengan hadirnya Drag Race sebagai bagian dari Kejuaraan Nasional,"" ujar Kitty dalam rilis kepadadetiksport.

Penggunaan Pertamax Turbo dalam ajang ini juga sejalan dengan karakter produk beroktan RON 98 yang dirancang untuk mendukung performa mesin berteknologi tinggi. Melalui Pertamax Turbo Drag Fest 2026, Pertamina Patra Niaga menghadirkan semangat pembuktian performa sekaligus memperkuat kedekatan produk dengan komunitas dan pecinta otomotif di Indonesia.

Selain kompetisi, Pertamax Turbo Drag Fest 2026 juga menghadirkan berbagai aktivitas hiburan, mulai dari konser musik, bazaar, hingga official simulator MotoGP. Pengunjung dapat menikmati kompetisi dan rangkaian hiburan secara gratis dengan memiliki aplikasi MyPertamina."
