judul,link,waktu,isi_berita,kategori
"SARGA.CO Gelar IHR Merdeka Cup 2026, Total Hadiah Rp 450 Juta",https://sport.detik.com/sport-lain/d-8628698/sarga-co-gelar-ihr-merdeka-cup-2026-total-hadiah-rp-450-juta,"Jumat, 21 Agu 2026 14:48 WIB",semangat merdeka republik indonesia raya sarga co lalu ajang olahraga hibur tajuk indonesia s horse racing ihr merdeka cup juara pacu kuda gelar minggu agustus lapang pacu kuda kubu gadang payakumbuh sumatera barat usaha ekosistem olahraga hibur sekaligus promotor pacu kuda profesional pertama satu satu indonesia sarga co hadir alam beda masyarakat lalu padu kompetisi olahraga hibur budaya lokal ihr merdeka cup jadi bagi rangkai kalender ihr kerja sama pp pordasi usung tema race to the world stage ihr merdeka cup jadi bagi komitmen sarga co bawa ekosistem pacu kuda indonesia tuju standar internasional hanya hadir kompetisi ajang jadi ruang kenal pacu kuda olahraga sekaligus waris budaya masyarakat luas ceo sarga co nugdha achadie kata sumatera barat milik tradisi pacu kuda kuat telah jadi bagi budaya masyarakat hadir ihr payakumbuh rupa bagi komitmen kembang pacu kuda olahraga kompetisi waris budaya sportainment beri manfaat lebih luas masyarakat daerah sumatera barat milik tradisi pacu kuda kuat telah jadi bagi budaya masyarakat hadir ihr payakumbuh rupa bagi komitmen kembang pacu kuda hanya olahraga kompetisi juga waris budaya sportainment beri manfaat lebih luas masyarakat daerah ujar terang tulis jumat kuda saing kelas total hadiah rp juta ihr merdeka cup hadir saing kuda asal bagai daerah serta datang batusangkar bukittinggi agam padang padang panjang padang pariaman payakumbuh sawahlunto solok tanah datar jawa barat hingga dki jakarta serta laga kelas tanding cakup kategori kelompok umur kelompok tinggi pacu tradisional seluruh kelas sebut rebut total hadiah capai rp juta tiga kelas gengsi kategori kelompok umur jadi perhati lain kelas tahun derby divisi i meter hadiah rp juta kelas tahun derby divisi ii meter hadiah rp juta kelas tahun remaja divisi i meter hadiah rp juta itu kategori pacu kelompok tinggi tanding kelas ab buka c buka d buka e buka kompetisi sebut temu kuda kuda baik ajang pacu kuda profesional tarik ihr merdeka cup tetap tahan unsur pacu tradisional identitas olahraga kuda sumatera barat beberapa kelas tradisional tanding liput draf bogi baru meter draf bogi usang baru meter draf bogi usang lamo meter kelas lokal payakumbuh meter padu pacu kuda modern tradisional jadi daya tarik sendiri ihr merdeka cup konsep sebut tunjuk upaya sarga co hadir kembang olahraga pacu kuda tinggal nilai budaya lokal sarga festival hadir hibur nuansa cowboy hanya hadir kompetisi olahraga sarga co juga madu pacu kuda hibur lalu sarga festival festival gelar hari ihr merdeka cup sabtu agustus lapang imam bonjol kota padang usung nuansa desa cowboy sarga festival akan hadir jumlah musisi tulus banda neira fiersa besar trio imron dj damonok acara jadi bagi rangkai akhir pekan merdeka gabung musik hibur alam sportainment selenggara sarga festival kota padang ihr merdeka cup payakumbuh beri sempat masyarakat nikmat alam beda satu rangkai acara mulai hibur musik hingga saksi langsung kompetisi pacu kuda tiket ihr merdeka cup mulai rp ribu masyarakat ingin saksi langsung ihr merdeka cup pilih bagai kategori tiket sesuai butuh tiket sedia mulai kategori regular hingga vip bagai benefit tarik vp marketing operation sarga co kevin jonathan kata pilih tiket sebut sedia masyarakat nikmat alam tonton sesuai preferensi masing masing sedia bagai pilih tiket dapat sesuai butuh tonton benefit dapat oleh tonton tiap jenis tiket yakin tonton ihr merdeka cup akan jadi alam senang jelas tiket regular sedia harga rp bonus topi payung unjung pertama tiket tribun banderol rp benefit race book soft drink alam lebih eksklusif sedia tiket vip mounting view harga rp beli online rp juta untuk beli langsung lokasi tiket vip beri fasilitas free flow food beverage race book warna akses best view itu tiket sarga festival sedia mulai harga rp tiket ihr merdeka cup sarga festival dapat oleh lalu sargatiket com maupun langsung venue pada agustus lalu ihr merdeka cup sarga festival sarga co ajak masyarakat raya merdeka indonesia lalu olahraga hibur bangga waris pacu kuda indonesia ihr merdeka cup dukung arsari tambang japfa fortis blue blood stable coca cola dan semen padang,sport
"IHR Merdeka Cup 2026 Digelar, 18 Ribu Penonton Hadir di Payakumbuh",https://sport.detik.com/sport-lain/d-8634255/ihr-merdeka-cup-2026-digelar-18-ribu-penonton-hadir-di-payakumbuh,"Selasa, 25 Agu 2026 20:50 WIB",indonesia s horse racing ihr merdeka cup rampung gelar lapang pacu kuda kubu gadang payakumbuh sumatera barat minggu ajang saksi hampir ribu unjung siar internasional kuda pacu raih podium kelas rebut total hadiah rp juta kelas pacu kelompok umur kelompok tinggi padang pariaman payakumbuh jadi daerah raih podium banyak masing masing enam podium susul bukittinggi agam empat podium meski raih jumlah podium lebih sedikit bukittinggi agam hasil tempat kuda podium pertama lalu emperor bukat rajo malindo masing masing kelas a b buka meter m kelas d buka m padang pariaman tempat golden sikumbang menang kelas f m kelas gengsi tahun derby div i m zara dinamite padang keluar menang saing ketat mutiara kemilau payakumbuh finis posisi dua leomord ch sumatera utara tampil menang kelas tahun remaja div i m pusako nagura padang panjang menang kelas tahun derby div ii m daerah luar sumatera barat dki jakarta jawa barat aceh hasil tempat kuda podium ihr merdeka cup dki jakarta raih menang kelas tahun derby div ii m lalu golden kalashnikov jawa barat lalu monica dupont menang kelas c buka m aceh tempat hennessy angel podium dua kelas tahun derby div ii direktur komersialsarga codiana airin apresiasi antusiasme masyarakat selenggara ihr merdeka cup turut kembali ihr payakumbuh tunjuk kuat posisi pacu kuda tengah masyarakat khusus sumatera barat ihr merdeka cup bukan kena siapa jadi juara lintas bagi jalan bangun pacu kuda indonesia jadi makin profesional modern sekaligus tetap harga tradisi arif lokal ujar ana terang tulis selasa hadir sumatera barat lalu ihr merdeka cup sarga co gelar lima ihr jawa tengah yogyakarta jawa barat kalender ihr hadir ihr bagai daerah jadi bagi upaya luas jangkau olahraga pacu kuda sekaligus bangun platform hubung olahraga hibur pariwisata ekonomi kreatif potensi daerah luas jangkau sebut juga laku sarga co lalu siar ihr merdeka cup bahasa inggris vp marketing operation sarga co kevin jonathan kata langkah sebut jadi salah satu implementasi tema ihr race to the world stage produksi buah siar standar internasional jangkau masyarakat global rupa salah satu implementasi tema ihr race to the world stage kami harap siar ihr bahasa inggris jadi pintu masuk perhati minat audiens komunitas dunia pacu kuda indonesia ujar kevin sherman tan director of sales nep middle east asia southeast asia tambah world feed produksi pacu kuda indonesia jadi tayang pacu kuda internasional pertama asia tenggara turut siar sebut hanya hadir alam saksi pacu kuda ala indonesia tonton internasional juga kenal indonesia daerah tempat lebih luas kelas tradisional tunjuk modern tanding kelas kelas pacu modern ihr merdeka cup tetap tahan unsur tradisional lalu tiga kelas draf bogi kelas lokal payakumbuh kelas draf bogi bukittinggi agam raih jumlah podium banyak kelas lokal payakumbuh pyk stable raih tiga podium tabstar stable raih dua podium ketua komisi pacu pp pordasi munawir kata payakumbuh rupa salah satu sentra utama ternak kuda sumatera barat milik banyak kuda hasil silang kuda luar turut kelas lokal payakumbuh beri sempat kuda kuda lokal tanding standar nasional sekaligus dorong tingkat kualitas kuda joki daerah itu ketua urus provinsi pordasi sumatera barat dery asta nilai selenggara ihr di sumatera barat jadi langkah maju tradisi pacu kuda lokal lihat tradisi pacu kuda langsung turun turun di sumatera barat kini dapat kemas tunjuk modern lalu padu metode balap teknologi emas tepat tuju seri ihr ikut ihr merdeka cup jadi juara enam delapan event masuk kalender ihr belum sarga co sama pp pordasi telah selenggara ihr jateng derby ihr triple crown serie pertiwi cup ihr triple crown serie piala raja mangkunegaran ihr piala paku alam ihr indonesia derby merdeka cup rangkai ihr lanjut tuju kejurnas seri ii jadwal langsung oktober di sulawesi utara rangkai sebut kemudian tutup piala hamengku buwono x di di yogyakarta november rangkai ihr tema race to the world stage jadi bagi komitmensarga codan pp pordasi bangun ekosistem pacu kuda indonesia makin profesional kompetitif penuh standar internasional ihr merdeka cup turut dukung arsari tambang japfa fortis blue blood stable coca cola semen padang,sport
"Akademi Dewa United Punya Markas Baru, Demi Masa Depan Basket RI",https://sport.detik.com/basket/d-8611410/akademi-dewa-united-punya-markas-baru-demi-masa-depan-basket-ri,"Senin, 10 Agu 2026 02:10 WIB",dewa united basketballbaru buka markas baru akademi jadi cara dewa united ikut bangun masa depan basket nasional bina usia dini jadi salah satu fondasi tentu bagaimana wajah olahraga basket beberapa tahun datang bukan tentang temu main bakat sedia ruang mungkin talenta muda kembang konsisten arah lanjut semangat coba bangun dewa united lalu gedung dewa united basketball academy gading serpong tangerang banten resmi kukuh sabtu hampir tiga tahun jalan program akademi sejak libat kompetisi indonesia basketball league ibl dewa united hadir fasilitas lebih lengkap tunjang proses bina atlet muda gedung latih dewa united basketball academy langsung resmi gubernur banten andra soni hadir resmi sebut founder jhl group jerry hermawan lo ceo dewa united academy archangela lina presiden dewa united basketball club michael ow kapolres tangsel akbp boy jumalolo ceo dewa united group lexyndo hakim sebut bangun fasilitas sebut rupa bagi upaya siap masa depan basket indonesia jadi kalau akademi sendiri kan memang hampir tahun tiga telah klub profesional libat ibl kemudian bentuk akademi hari siap fasilitas lebih buat adik adik latih dewa united academy ujar lexyndo rilis namun akademi mau penuh butuh dewa united punya cita cita lebih besar jadi bina level akar rumput salah satu fondasi kuat basket nasional bukan sekadar soal hari dewa united bagaimana kita lihat masa depan basket indonesia hingga tahun depan harap kuat tim nasional basket indonesia bisa terus kembang awal bina sini sambung lexyndo dewa united basketball academy bangun atas lahan meter persegi proses bangun langsung lama kurang lebih tahun bangun diri tiga tengah lantai rancang sebut buat akomodasi butuh atlet seluruh latih teknis bukan satu satu aspek perhati kembang fisik nutrisi sehat pulih hingga alam kenal jalan olahraga tempat satu ekosistem lexyndo gambar akademi rumah calon talenta basket indonesia dewa united basketball academy ini bukan sekadar gedung latih biasa rumah calon talenta generasi baru bola basket indonesia masa depan ujar jalan pasuk akademi mulai area basement fungsi tempat parkir area sebut milik kapasitas hingga mobil lengkap tempat parkir sepeda motor naik lantai pertama suasana ubah jadi lebih buka dapat lobi kafeteria siap dukung butuh atlet muda anak anak latih nikmat makan minum pilih lebih agam nutrisi lantai sama dapat pro shop sedia lengkap olahraga sepatu basket bagai merchandise pusat aktivitas basket ada lantai dua area kantor tempat tim manajemen staf dukung dapat lapang basket lantai kayu lisensi fiba fasilitas sebut diri tiga court multifungsi butuh tanding tiga konfigurasi jadi satu lapang utama area sebut juga lengkap tribun teleskopik sisi kiri kanan sesuai butuh selenggara tanding latih konfigurasi lapang guna total enam ring basket fasilitas sebut beberapa kelompok atlet dapat jalan program latih sama akademi tempat bina usia dini bagai salah satu fokus utama fleksibilitas fasilitas jadi penting anak anak datang main tetapi jalan proses latih rancang bangun mampu cara tahap jalan orang atlet henti sesi latih selesai dewa united basketball academy turut sedia fasilitas dukung kembang fisik sehat lantai atas dapat pusat bugar rancang butuh atlet muda program strength and conditioning beri untuk bantu tingkat kuat bugar mampu fisik mereka cara ukur fasilitas sebut lengkap locker room area medis ruang fisioterapi para atlet dapat dukung terap olahraga profesional baik untuk jaga kondisi tubuh jalan proses recovery maupun tangan cedera dekat sebut tunjuk bina akademi tidak hanya arah mampu teknis main basket aspek fisik sehat turut siap sejak awal para atlet milik fondasi lebih kuat dalam jalan karier akhir dewa united basketball academy bukan hanya tentang tiga lapang basket gym ruang fisioterapi atau deret trofi yang pajang museum lebih jauh fasilitas sebut jadi bagi dari buah gagas kena bagaimana masa depan basket indonesia siap,sport
Duet Pegolf Indonesia-Thailand Juara The Indonesia Pro-Am 2026,https://sport.detik.com/sport-lain/d-8629348/duet-pegolf-indonesia-thailand-juara-the-indonesia-pro-am-2026,"Jumat, 21 Agu 2026 22:15 WIB",ajangthe indonesia pro am selesai duet golf indonesia thailand raja turnamen sebut pasang parathakorn suyasri thailand luke evan moore am kuasa puncak klasemen putar akhir jumat gunung geulis country club west course bogor jawa barat buku skor total unggul duet gabriele de barba ita andree harahap am hasil sodok posisi dua selisih satu pukul alhasil suyasri luke hasil tahan gelar juara regu asi development tour empat kali ajang sangat senang luke adalah orang main sangat takjub sangat paham kondisi lapang gunung geulis jadi tim sangat baik milik hari sangat senang jelas suyasri rilis sementara golf china andi xu jadi juara kategori individual jadi golf empat ukir juara turnamen adt pro am pertama besar indonesia pimpin klasemen putar dua kemarin xu akhir tarung putar final posisi sama golf usia tahun kumpul skor total bawah par salip rekan main satu grup darcy brereton sempat pimpin papan atas leaderboard bogey hole xu mampu kembali percaya diri buat birdie hole pun makin percaya diri buku birdie hole akhir pasti trofi internasional pertama tidak lihat papan skor hole papan leaderboard samping green skor bawah par rasa tinggal satu pukul darcy ujar xu akhir hasil masuk pukul birdie pinggir green sana lalu buat beberapa birdie tiga hole akhir tutup putar akhir menang unggul satu pukul sambung green green tidak benar benar tahu putt jauh kaki masuk hanya kata diri sendiri tiap putt laku putt bagus sama semua putt anda latih jangan pikir skor kemudian bola bola itu pun masuk menang jadi momen emosional xu sedang jalan musim pertama kompetisi asi tour adt selesai kuliah xu raih gelar rasa luar biasa jujur lama sekali saya tidak rasa menang turnamen akhir saya jadi saat kuliah bisa menang panggung profesional seperti sangat arti saya sukses helat the indonesia pro am saja beri puas sponsor combiphar nomura tetap komitmen selenggara turnamen lahir juara level internasional telah selenggara turnamen adt sejak gunung geulis ubah format jadi pro am lalu the indonesia pro am presented by combiphar nomura tepat tahun lalu jadi tampil nomor individual turnamen pun depan kategori regu pro am nyata suka para amatir kata michael wanandi selaku presiden direktur combiphar sama pak agung budiman president director gunung geulis country club ingin tawar suasana kompetisi beda lalu pro am ini sambung the indonesia pro am presented by combiphar nomura beri platform para golf nasional untuk grow the game hasil cukup senang golf kevin c akbar peter gunawan amadeus susanto bisa compete para golf luar hingga putar akhir kami harap tahun depan akan banyak golf bisa saing golf golf adt timpal presiden direktur gunung geulis country club agung budiman golf indonesia kevin c akbar hasil finis di posisi t total di bawah par ini jadi prestasi baik kevin telah tang edisi perdana tiga tahun silam hasil akhir he indonesia pro am presented by combiphar nomura kategori individualpos nama r r r total par xu andi chi darcy brereton aus minhyeok yang kor michele ortolani ita khavish varadan mas t roberto lebrija mex kevin c akbar ina kategori regu pro am pos nama r r r total parathakorn suyasri tha luke evan moore am gabriele de barba ita andree harahap am kosuke hamamoto tha alwin ciputra am jazz janewattananond tha matthew wanandi am michael ortolani ita maureen shavelle yose am,sport
"Throttle LAnd 2026 by Bold Riders Digelar 29 Agustus, Ini Rangkaian Acaranya",https://sport.detik.com/sport-lain/d-8637888/throttle-land-2026-by-bold-riders-digelar-29-agustus-ini-rangkaian-acaranya,"Jumat, 28 Agu 2026 12:34 WIB",kultur otomotif roda bakal semarak lewat throttle land festival usung konsep cross genre moto festival pertama indonesia acara temu komunitas motor bagai genre mulai sport klasik custom adventure supermoto skutik hingga motor listrik satu ruang kolaborasi throttle land gelar sabtu mitra terrace gatot subroto jakarta mulai pukul hingga wib beda festival motor umum komunitas hadir peran unjung libat langsung bagi selenggara acara sejak gelar pertama kali throttle land dapat sambut positif komunitas roda hanya jakarta jawa barat jawa tengah hingga lebih komunitas libat rangkai acara mulai pre event hingga hari laksana bangun antusiasme lalu giat warna bagai seru unik gathering wheels knock riding bareng kurator cukur rambut motor sabu sarap bubur hingga roda ria dj set atas motor puncak acara agustus datang pasti hanya tampil motor bagai genre throttle land satu kultur roda seni musik lifestyle unjung bakal suguh aksi throttles orchestra live painting helmet sengit head to head drag speed challenge hingga deret booth moto street market f b racik komunitas tarik lewat pre event seru potong rambut atas motor lewat kurator siap hadir jumlah brand hadir tawar khusus lama event langsung rabbit wheels bagi free t shirt beli motorsport jacket polytron tawar diskon hingga rp juta plus merchandise eksklusif beli motor listrik merchandise gratis unjung coba test ride syarat tentu laku event lahir komunitas throttle land saji tradisi riding bareng kemas beda lewat rolling wheels serta berangkat satu lokasi kumpul titik kumpul dasar genre skuad matic sport kumpul taman menteng kubu custom vintage ambil start motovillage hingga nanti luncur serempak tuju venue project director throttle land adam hadziq jelas tiap genre motor punya selera musik masing masing throttle land hadir deret musisi lintas genre panjang hari band rock ntrl tampil salah satu headliner sama teenage death star full squad with vincent rompies orkes nunung cs ten hole feat nuwie fourtwnty the egos karaoke session sama adella johana bottom bunkk throttle land hadir satu seluruh genre komunitas motor satu festival ingin hadir ruang seluruh cinta roda temu bagi inspirasi raya kultur kendara indonesia pandang jenis motor ujar adam hadziq terang tulis senin semangat sama jadi dasar throttle land juga jalan bold riders hadir sponsor utama taung lebih komunitas motor lintas genre indonesia bold riders milik semangat sama the spirit of brotherhood semangat juga bawa langsung throttle land lebih member bold riders bagai daerah akan turut hadir brand communications bold riders matthew raynaldi kata bold riders lahir wadah komunitas motor bold riders lahir wadah komunitas motor tiap komunitas punya karakter bangga masing masing throttle land jadi tempat semua kumpul harus jadi seragam buat itu the spirit of brotherhood kata bentuk apresiasi komunitas sudah jadi bagi jalan bold riders hadir lucky draw hadiah utama satu unit sepeda motor buka seluruh unjung dainese brand apparel lengkap kendara asal italia turut hadir doorprize eksklusif upa explorer wp duffel bag liter explorer wp upbag liter total nilai capai rp juta tidak hanya itu di selenggara perdana throttle land juga buka akses gratis komunitas motor maupun unjung umum cukup laku registrasi untuk masuk area festival informasi lengkap bisa akses lalu akun instagram throttle land undang seluruh cinta roda untuk datang jadi bagi throttle land tahun ini unjung nikmat seluruh rangkai acara gratis dengan registrasi lalu mtix me tlm link dapat ig throttle land sama bold riders komunitas seluruh mitra yang libat harap throttle land tumbuh jadi salah satu festival roda dua besar di indonesia tutup adam,sport
"Pejuang Olahraga Tradisional Daerah Layak Bersinar, Usul di Sini!",https://sport.detik.com/sport-lain/d-8622172/pejuang-olahraga-tradisional-daerah-layak-bersinar-usul-di-sini,"Senin, 17 Agu 2026 19:30 WIB",kamu kenal sosok juang lestari olahraga tradisional budaya daerah aju sekarang dpd ri awards melaluiawards dpd go id nominasi daftar buka hingga agustus pukul wib balik seni bela diri olahraga tradisional terus tahan tengah ubah zaman sosok sosok tak kenal lelah jaga waris daerah ajar teknik rawat nilai tradisi identitas waris generasi generasi salah satu pencak silat seni bela diri asal indonesia sebut tetap unesco waris budaya takbenda wbtb sidang intergovernmental committee for the safeguarding of the intangible cultural heritage bogota kolombia desember upaya jaga seni bela diri tradisional tidak henti pencak silat bagai olahraga tradisional budaya daerah butuh sosok konsisten rawat sekaligus kenal generasi ikut gerak balik lestari sebut usul dpd ri awards tahun dapat empat kategori harga jadi ruang apresiasi sosok sosok inspiratif bagai daerah inovator didik non formal didik luar sekolah kategori pertama tuju individu dedikasi kembang didik nonformal luas sempat ajar masyarakat harga beri inovator didik nonformal didik luar sekolah dedikasi kembang didik nonformal luas sempat ajar masyarakat tulis dpd ri sosok lama gerak beri didik masyarakat masuk lalu dekat metode ajar inovatif usul kategori inovator teknologi sehat kategori dua beri individu profesional akademisi hadir inovasi bidang teknologi sehat beri individu profesional akademisi hasil inovasi bidang sehat lalu riset klinis maupun laboratorium masuk temu obat terapi alat sehat beri manfaat masyarakat jelas dpd kategori jadi bentuk apresiasi sosok hadir solusi bidang sehat lalu inovasi kembang teknologi gerak desa mandiri pangan ikut kategori gerak desa mandiri pangan tuju sosok dorong mandiri pangan tingkat desa tuju gerak desa mandiri pangan dorong mandiri pangan lalu manfaat potensi pangan lokal daya masyarakat kuat tahan pangan lanjut kata upaya bangun desa mampu kelola kembang potensi pangan lokal jadi bagi penting dorong mandiri masyarakat daerah lestari budaya daerah kategori empat jadi salah satu relevan juang seni bela diri olahraga tradisional daerah lestari budaya daerah beri individu milik inovasi kembang lestari budaya daerah beri individu milik inovasi kembang lestari budaya daerah peran aktif promosi budaya daerah tingkat nasional maupun internasional jelas itu sosok lama konsisten jaga seni bela diri olahraga tradisional seni maupun tradisi khas daerah dapat jadi bagi apresiasi sebut empat kategori sebut dpd ri juga hadir special recognition awards harga khusus tuju tokoh individu maupun kelompok telah beri kontribusi konsisten lanjut daerah angkat kiprah tokoh daerah nasional ketua dpd ri sultan b najamudin kata dpd awards jadi ruang hormat figur inspiratif bagai daerah lama kerja beri kontribusi nyata banyak dapat sorot tingkat nasional lalu ajang dpd ri tegas kuat bangun indonesia tumpu inisiatif kerja keras masyarakat seluruh wilayah nusantara bukan pada pusat perintah kota kota besar kata sultan dpd awards tahun lalu harga sebut sekaligus cermin aspirasi masyarakat juang dpd ri tingkat pusat anggota dpd ri rupa representasi penting daerah bawa suara rakyat dapat hadir bijak nasional sultan nilai banyak tokoh masyarakat jadi gerak ubah maju daerah bagai sektor strategis belum oleh apresiasi pada kontribusi para kandidat final dpd awards cakup bagai sektor mulai didik sosial sehat pariwisata ekonomi kreatif budaya hingga lestari lingkung lalu dpd ri awards sosok sosok sebut harap dapat apresiasi sekaligus jadi inspirasi masyarakat daerah lain kenal juang olahraga tradisional lestari budaya sosok inspiratif yang terus kontribusi daerah jangan lewat sempat usul dpd ri awards melaluiawards dpd go id nominasi daftar buka hingga agustus pukul wib,sport
"Adidas Hyperboost Edge Hadir, Bawa Sensasi Baru untuk Pelari Jalanan",https://sport.detik.com/advertorial-news-block/d-8622837/adidas-hyperboost-edge-hadir-bawa-sensasi-baru-untuk-pelari-jalanan,"Senin, 17 Agu 2026 20:01 WIB",adidas kenal hyperboost edge sepatu lari baru rancang hadir alam lari lebih nyaman ringan responsif gabung tiga teknologi utama midsole hyperboost pro upper primeweave outsole lighttraxion sepatu tawar padu bantal empuk dorong energi bobot ringan satu perangkat lari hyperboost edge jadi sepatu lari bobot ringan pertama hadir guna pelat non plated beda sepatu lari pelat biasa guna struktur lebih kaku bantu beri dorong tambah sepatu andal teknologi busa baru dapat ikut gera alami kaki lari konsep sebut lari tetap dapat pijak ringan sekaligus dorong energi tiap langkah milik bobot gram hyperboost edge rancang beri nyaman maksimal kurang responsivitas guna gm adidas running patrick nava kata hyperboost edge jadi wujud inovasi adidas hadir sepatu mampu jawab butuh lari gabung tiga elemen utama bantal energi bobot ringan ingin hadir benar benar transformatif lari hyperboost edge wujud nyata power of three bantal energi bobot ringan padu sempurna satu sepatu madu tiga elemen sebut kompromi hasil cipta buah super trainer asa ringan kena responsif tiap langkah beri bantal optimal kaki sentuh muka ujar patrick nava terang rabu sepatu rancang dukung lari bagai jenis jarak tempuh baru mula bagai potensi dapat hadir hyperboost pro portofolio produk performa imbuh teknologi hyperboost pro jadi andal performa lari lebih optimal salah satu teknologi utama hyperboost edge dapat hyperboost pro foam material busa baru jadi bagi penting sistem bantal sepatu teknologi adopsi midsole balap kelas elite adidas sesuai dapat dukung bagai butuh lari mulai latih rutin hingga sesi jarak tempuh tinggi bagi sol sepatu buat ukur mm area tumit beda tinggi mm bagi belakang depan kaki kombinasi sebut bantu beri pijak lebih empuk sekaligus hadir sensasi dorong energi lari lang teknologi hyperboost pro kembang lalu uji laboratorium adidas riset konsumen sama german sport university cologne studi libat lari hyperboost edge tunjuk performa lebih unggul banding sepatu biasa guna serta hasil uji sebut tunjuk hasil sebut tunjuk hyperboost pro mampu hadir standar baru teknologi sepatu lari primeweave lighttraxion lengkap nyaman lari teknologi bantal adidas kuat hyperboost edge lalu bagi atas sepatu upper sol luar outsole upper primeweave guna material lembut ringan kaki tetap asa nyaman sekaligus dapat dukung pas gerak bagi tumit adidas tambah heel pods integrasi fungsi beri bantal tambah sekaligus jaga stabilitas kaki fitur bantu beri rasa nyaman sejak pertama kali sepatu kena hingga guna lari itu outsole lighttraxion hadir daya cengkeram inspirasi teknologi sepatu balap adidas material ringan bentang bagi tumit hingga ujung kaki bantu jaga pijak tetap stabil bagai kondisi muka struktur lebih tipis ringan outsole sebut bawa karakter performa lini adidas adizero sepatu lari hari lari tetap dapat rasa percaya diri lang hilang traksi sisi desain hyperboost edge bawa tampil baru lini sepatu lari adidas desain midsole tebal kembang ambil inspirasi bentuk industrial fokus utama teknologi hyperboost pro ada bawah kaki pertama kali sepatu lari adidas ikon three stripes tempat tumpuk bagi midsole tempat sebut jadi tegas teknologi utama jadi sumber performa sepatu bagi upper hadir desain minimal futuristis lalu detail lebih bersih lubang tali sembunyi elemen ringan rekat langsung beri tampil modern hyperboost edge banderol us rp juta kurs dollar sedia dalam pilih warna merah rilis perdana para lari yang ingin coba inovasi baru adidas dapat oleh lalu outlet resmi adidas maupun adidas com depan adidas akan hadir pilih warna baru rangkai luncur ikut lengkap lini sepatu lari ini,sport
"Kolaborasi dengan NPC, Kemenpora Genjot Pembinaan Atlet Disabilitas",https://sport.detik.com/sport-lain/d-8646915/kolaborasi-dengan-npc-kemenpora-genjot-pembinaan-atlet-disabilitas,"Kamis, 03 Sep 2026 16:15 WIB",menteri pemuda olahraga kemenpora tegas komitmen terus dukung bina tingkat prestasi atlet disabilitas indonesia dukung sebut laku lalu kerja sama koordinasi lanjut dengankomite paralimpiade nasional indonesia npc indonesia baik siap multi event maupun keikutsertaan bagai juara internasional deputi bidang tingkat prestasi olahraga kemenpora surono kata perintah selalu beri perhati serius atlet atlet disabilitas bagi penting kuat olahraga nasional kemenpora selalu bangga beri dukung atlet atlet disabilitas indonesia milik kerja sama sangat baik npc indonesia upaya tingkat prestasi olahraga disabilitas nasional ujar surono terang media salah satu bukti hasil sinergi capai kontingen indonesia asean games thailand indonesia hasil raih medali emas medali perak medali perunggu sekaligus tempat peringkat dua klasemen akhir lebih target awal banyak medali emas rupa prestasi sangat bangga target awal emas atlet atlet mampu beri jauh lebih target tunjuk bina laku sama sama perintah npc indonesia latih seluruh ekosistem olahraga disabilitas beri hasil nyata sambung surono surono tegas kerja sama kemenpora npc indonesia langsung level nasional cakup koordinasi daerah dukung partisipasi indonesia bagai agenda olahraga disabilitas internasional kerja sama cakup bagai agenda baik asean games asi games maupun agenda olahraga internasional lain masuk dalam keikutsertaan atlet tunarungu deaflympics prinsip seluruh program siap rencana partisipasi indonesia beri dampak maksimal prestasi nasional jelas khusus kait bina atlet tunarungu surono jelas perintah perlu pasti seluruh proses bina keikutsertaan kompetisi internasional jalan lalu organisasi milik legitimasi sesuai tentu federasi internasional hadap npc indonesia icsd international committee of sports for the deaf khusus atlet tuna rungu organisasi kumpul atlet tunarungu indonesia patrin aku internasional karena hanya patrin aku perintah konteks tata kelola perintah dukung fasilitas beri lalu organisasi milik legitimasi sesuai tentu organisasi olahraga internasional tegas surono tambah juara internasional ikut atlet bukan sekadar ajang kompetisi tempat bagi strategi bina jangka panjang juara dunia ikut prinsip rupa bagi proses try out kumpul poin peringkat perlu kejar kualifikasi tuju paralimpiade itu keikutsertaan buah juara lihat konteks lebih besar bagaimana kompetisi sebut kontribusi target prestasi indonesia ujar atas dasar itu surono tekan tentu juara single event akan ikut atlet lalu konsolidasi rencana sama npc indonesia kemenpora surono tegas tata kelola bina olahraga disabilitas jalan dasar atur regulasi organisasi olahraga internasional relevan koordinasi baik patuh statuta international paralympic committee ipc khusus olahraga tunarungu tentu bylaws icsd bina anggar dukung perintah arah lebih efektif efisien transparan tepat sasar tutur surono pasti perintah hanya bicara kena dukung atlet ikut kompetisi juga bangun ekosistem bina lanjut komitmen kemenpora sama npc indonesia sangat konsisten dukung perintah beri mulai proses bina fasilitas latih pusat latih berangkat kompetisi internasional harga atas prestasi atlet kata salah satu bentuk dukung sebut adalah bangun kembang paralympic training center indonesia karanganyar jawa tengah yang jadi fasilitas penting bina atlet atlet paralimpiade indonesia kemenpora juga terus dorong fasilitas sebut jaga kualitas lanjut sebut fasilitas baik asia tenggara dukung fasilitas bina perintah juga beri dukung biaya keikutsertaan kontingen indonesia ajang internasional masuk asean games asi games kita juga beri dukung biaya berangkat keikutsertaan atlet multi event internasional asean games perintah juga beri bonus bentuk harga atas prestasi atlet bonus sebut salur langsung para terima lalu kerja sama bank rakyat indonesia total harga raih medali capai lebih rp miliar kata surono,sport
